,median,mean,std,lower_95,upper_95,lower_90,upper_90,lower_68,upper_68
0,2.5598698016694565,2.5598698016694565,0.0,2.5598698016694565,2.5598698016694565,2.5598698016694565,2.5598698016694565,2.5598698016694565,2.5598698016694565
1,4.48233533895953,4.48233533895953,0.0,4.48233533895953,4.48233533895953,4.48233533895953,4.48233533895953,4.48233533895953,4.48233533895953
2,3.213006271268309,3.21300627126831,8.881784197001252e-16,3.213006271268309,3.213006271268309,3.213006271268309,3.213006271268309,3.213006271268309,3.213006271268309
3,3.4405921594240367,3.4405921594240363,4.440892098500626e-16,3.4405921594240367,3.4405921594240367,3.4405921594240367,3.4405921594240367,3.4405921594240367,3.4405921594240367
4,4.059864455136789,4.059864455136789,0.0,4.059864455136789,4.059864455136789,4.059864455136789,4.059864455136789,4.059864455136789,4.059864455136789
5,2.9629447439980816,2.962944743998081,4.440892098500626e-16,2.9629447439980816,2.9629447439980816,2.9629447439980816,2.9629447439980816,2.9629447439980816,2.9629447439980816
6,4.647893112732551,4.647893112732551,0.0,4.647893112732551,4.647893112732551,4.647893112732551,4.647893112732551,4.647893112732551,4.647893112732551
7,3.214276411140215,3.214276411140216,8.881784197001252e-16,3.214276411140215,3.214276411140215,3.214276411140215,3.214276411140215,3.214276411140215,3.214276411140215
8,3.1783195809800304,3.1783195809800304,0.0,3.1783195809800304,3.1783195809800304,3.1783195809800304,3.1783195809800304,3.1783195809800304,3.1783195809800304
9,5.547794062927606,6.069479805187315,1.6805130039829992,4.816020828420204,10.993398547710228,4.846190032952605,9.457435585223266,4.995630946094055,6.886517018852673
10,4.071129040296746,4.071129040296746,0.0,4.071129040296746,4.071129040296746,4.071129040296746,4.071129040296746,4.071129040296746,4.071129040296746
11,3.1267928489810597,3.1267928489810606,8.881784197001252e-16,3.1267928489810597,3.1267928489810597,3.1267928489810597,3.1267928489810597,3.1267928489810597,3.1267928489810597
12,2.8575338845155893,2.8575338845155893,0.0,2.8575338845155893,2.8575338845155893,2.8575338845155893,2.8575338845155893,2.8575338845155893,2.8575338845155893
13,3.1716766795193685,3.1716766795193676,8.881784197001252e-16,3.1716766795193685,3.1716766795193685,3.1716766795193685,3.1716766795193685,3.1716766795193685,3.1716766795193685
14,3.0713884130592737,3.071388413059274,4.440892098500626e-16,3.0713884130592737,3.0713884130592737,3.0713884130592737,3.0713884130592737,3.0713884130592737,3.0713884130592737
15,2.9987118576473075,2.9987118576473075,0.0,2.9987118576473075,2.9987118576473075,2.9987118576473075,2.9987118576473075,2.9987118576473075,2.9987118576473075
16,3.626909903745721,3.62690990374572,8.881784197001252e-16,3.626909903745721,3.626909903745721,3.626909903745721,3.626909903745721,3.626909903745721,3.626909903745721
17,3.778360500781218,3.7783605007812175,4.440892098500626e-16,3.778360500781218,3.778360500781218,3.778360500781218,3.778360500781218,3.778360500781218,3.778360500781218
18,3.133545550205495,3.133545550205496,8.881784197001252e-16,3.133545550205495,3.133545550205495,3.133545550205495,3.133545550205495,3.133545550205495,3.133545550205495
19,3.4888380690031267,3.4888380690031275,8.881784197001252e-16,3.4888380690031267,3.4888380690031267,3.4888380690031267,3.4888380690031267,3.4888380690031267,3.4888380690031267
20,2.7956944178402483,2.7956944178402474,8.881784197001252e-16,2.7956944178402483,2.7956944178402483,2.7956944178402483,2.7956944178402483,2.7956944178402483,2.7956944178402483
21,3.7573075692681295,3.757307569268129,4.440892098500626e-16,3.7573075692681295,3.7573075692681295,3.7573075692681295,3.7573075692681295,3.7573075692681295,3.7573075692681295
22,3.5117176599152957,3.5117176599152966,8.881784197001252e-16,3.5117176599152957,3.5117176599152957,3.5117176599152957,3.5117176599152957,3.5117176599152957,3.5117176599152957
